SurveyInstanceID,Survey,Title2,Title3,LocStoreID,SurveyDate,AuditorLogin,Client,Auditor,DataAvailableToClientTime,DataDeliveredToClientTime,Auditor,AuditorSubmitDelay,AuditorSubmitIdle,ValidationStartIdle,Validation,Validation,ExportDelay,First Assigned,Last Assigned,FirstValidator,FirstOkExportValidator,Validator Pay Rate,StartDate,Date,IsOverDue,isSurveyDateInBlackout,Last Export
31361,Анкета БФКО,,,164,2022-11-10,sgerasim,Росгосстрах,01:04:00,07:23:02,07:23:04,00:56:00,04:17:18,-24:10:36,07:59:00,00:33:00,00:36:00,00:02:00,iborisen,iborisen,nbelikov1,adolgova,0,,2022-11-10 15:10:00.000,,0,2022-11-18 14:14:00
31362,Анкета БФКО,,,165,2022-11-30,sgerasim,Росгосстрах,01:57:00,04:20:33,04:20:36,01:17:00,01:01:00,-09:03:39,21:31:00,01:17:00,01:50:00,00:03:00,iborisen,iborisen,rnikolae,adolgova,0,,2022-11-30 14:25:00.000,,0,2022-12-05 11:01:00
31363,Анкета БФКО,,,166,2022-11-24,neremenk5,Росгосстрах,01:56:00,04:02:17,04:02:18,01:45:00,04:02:00,-14:22:54,03:21:57,01:18:00,01:28:00,00:01:00,iborisen,iborisen,nturonok,adolgova,0,,2022-11-24 16:10:00.000,,0,2022-11-28 18:28:00
31364,Анкета БФКО,,,167,2022-11-29,svetlanagolubeva19,Росгосстрах,02:16:00,05:21:47,05:21:47,02:11:00,11:25:00,-09:18:47,02:11:18,00:35:00,00:39:00,00:00:00,iborisen,iborisen,nbelikov1,adolgova,0,,2022-11-29 12:55:00.000,,0,2022-12-05 10:42:00
31365,Анкета БФКО,,,168,2022-11-15,oradakov,Росгосстрах,02:20:00,16:19:51,16:19:52,01:37:00,15:19:25,-08:08:20,09:36:00,00:58:00,01:36:00,00:01:00,iborisen,iborisen,rnikolae,adolgova,0,,2022-11-15 15:25:00.000,,0,2022-12-02 11:17:00
31366,Анкета БФКО,,,169,2022-11-15,oradakov,Росгосстрах,01:21:00,19:21:04,19:21:06,01:13:00,02:18:00,-24:02:14,16:04:24,01:00:00,01:08:00,00:02:00,iborisen,iborisen,rnikolae,adolgova,0,,2022-11-15 14:40:00.000,,0,2022-12-05 11:46:00
31367,Анкета БФКО,,,170,2022-11-16,oradakov,Росгосстрах,01:18:00,18:21:07,18:21:09,01:05:00,02:30:00,-23:02:01,22:08:00,00:51:00,01:05:00,00:02:00,iborisen,iborisen,nturonok,adolgova,0,,2022-11-16 14:41:00.000,,0,2022-12-05 11:50:00
31368,Анкета БФКО,,,171,2022-11-15,jegorova,Росгосстрах,05:35:00,03:03:06,03:03:07,04:35:00,10:40:00,-23:21:26,01:01:01,02:18:00,03:04:00,00:01:00,iborisen,iborisen,nturonok,adolgova,0,,2022-11-15 11:07:00.000,,0,2022-11-18 14:14:00
31369,Анкета БФКО,,,172,2022-11-25,VladAP,Росгосстрах,01:46:00,04:21:08,04:21:10,01:38:00,02:35:00,-14:01:11,03:01:33,01:04:00,01:09:00,00:02:00,iborisen,iborisen,nturonok,adolgova,0,,2022-11-25 15:27:00.000,,0,2022-11-30 12:37:00
31370,Анкета БФКО,,,173,2022-11-21,VladAP,Росгосстрах,02:40:00,02:02:16,02:02:18,02:11:00,07:09:00,-17:20:17,01:13:15,01:17:00,01:41:00,00:02:00,iborisen,iborisen,nturonok,adolgova,0,,2022-11-21 15:47:00.000,,0,2022-11-23 18:05:00
31371,Анкета БФКО,,,174,2022-11-21,3825452,Росгосстрах,01:30:00,07:00:26,07:00:28,01:07:00,02:23:38,-15:02:55,03:06:50,01:04:00,01:24:00,00:02:00,iborisen,iborisen,nturonok,adolgova,0,,2022-11-21 16:40:00.000,,0,2022-11-28 17:08:00
31372,Анкета БФКО,,,175,2022-11-21,VladAP,Росгосстрах,02:30:00,01:01:34,01:01:36,01:54:00,07:59:00,-17:20:18,14:41:00,01:33:00,02:06:00,00:02:00,iborisen,iborisen,nturonok,adolgova,0,,2022-11-21 14:57:00.000,,0,2022-11-22 16:33:00
31373,Анкета БФКО,,,176,2022-11-16,191715,Росгосстрах,01:07:00,02:02:47,02:02:48,00:59:00,09:47:00,-22:22:01,20:57:00,00:48:00,00:55:00,00:01:00,iborisen,iborisen,nturonok,adolgova,0,,2022-11-16 11:26:00.000,,0,2022-11-18 14:14:00
31374,Анкета БФКО,,,177,2022-11-29,vporxun,Росгосстрах,01:29:00,,,01:18:00,01:22:11,-08:08:06,05:17:00,00:56:00,01:03:00,,iborisen,iborisen,nturonok,,0,,2022-11-29 12:59:00.000,,0,
31375,Анкета БФКО,,,178,2022-11-28,vporxun,Росгосстрах,02:27:00,02:16:38,02:16:40,01:53:00,01:16:29,-09:09:37,13:08:00,01:23:00,01:47:00,00:02:00,iborisen,iborisen,nturonok,adolgova,0,,2022-11-28 17:11:00.000,,0,2022-12-01 09:51:00
31376,Анкета БФКО,,,179,2022-11-28,skusheve,Росгосстрах,01:23:00,06:17:31,06:17:32,00:57:00,-00:27:00,-11:02:43,03:20:03,00:36:00,01:00:00,00:01:00,iborisen,iborisen,nbelikov1,adolgova,0,,2022-11-28 17:02:00.000,,0,2022-12-05 10:34:00
31377,Анкета БФКО,,,180,2022-11-18,mdomrach,Росгосстрах,02:51:00,12:22:01,12:22:02,02:37:00,11:03:00,-20:20:34,01:19:50,02:11:00,02:22:00,00:01:00,iborisen,iborisen,nturonok,adolgova,0,,2022-11-18 11:41:00.000,,0,2022-12-01 09:43:00
31378,Анкета БФКО,,,181,2022-11-18,mdomrach,Росгосстрах,01:56:00,04:04:09,04:04:11,01:24:00,23:28:00,-20:07:29,05:26:00,00:27:00,00:51:00,00:02:00,iborisen,iborisen,nbelikov1,adolgova,0,,2022-11-18 12:24:00.000,,0,2022-11-22 16:35:00
31379,Анкета БФКО,,,182,2022-11-17,kirillovamuz,Росгосстрах,01:38:00,03:23:47,03:23:48,01:26:00,01:07:39,-20:19:29,13:25:00,00:23:00,00:26:00,00:01:00,iborisen,iborisen,nbelikov1,adolgova,0,,2022-11-17 16:16:00.000,,0,2022-11-21 16:04:00
31380,Анкета БФКО,,,183,2022-11-17,kirillovamuz,Росгосстрах,02:43:00,04:00:37,04:00:38,02:20:00,01:06:23,-20:21:36,16:07:00,00:20:00,00:20:00,00:01:00,iborisen,iborisen,nbelikov1,adolgova,0,,2022-11-17 15:26:00.000,,0,2022-11-21 16:04:00
31381,Анкета БФКО,,,184,2022-11-16,kirillovamuz,Росгосстрах,12:24:00,06:00:07,06:00:09,06:03:00,01:06:22,-21:19:25,02:12:20,01:21:00,01:48:00,00:02:00,iborisen,iborisen,nturonok,adolgova,0,,2022-11-16 17:38:00.000,,0,2022-11-22 17:47:00
31382,Анкета БФКО,,,185,2022-11-17,kirillovamuz,Росгосстрах,02:15:00,04:22:38,04:22:40,01:59:00,01:07:40,-20:17:50,13:12:00,00:28:00,00:37:00,00:02:00,iborisen,iborisen,nbelikov1,adolgova,0,,2022-11-17 17:55:00.000,,0,2022-11-22 16:35:00
31383,Анкета БФКО,,,186,2022-11-24,sashasocolova2016,Росгосстрах,01:50:00,05:19:06,05:19:07,01:39:00,06:05:00,-14:19:50,03:21:02,00:54:00,01:02:00,00:01:00,iborisen,iborisen,nturonok,adolgova,0,,2022-11-24 17:30:00.000,,0,2022-11-30 12:37:00
31384,Анкета БФКО,,,187,2022-11-24,sashasocolova2016,Росгосстрах,01:34:00,06:02:18,06:02:19,01:26:00,13:30:00,-14:19:26,04:00:00,01:02:00,01:10:00,00:01:00,iborisen,iborisen,nturonok,adolgova,0,,2022-11-24 10:30:00.000,,0,2022-11-30 12:49:00
31385,Анкета БФКО,,,188,2022-11-25,violazolkina,Росгосстрах,00:50:00,09:18:00,09:18:01,00:20:00,05:16:04,-08:10:07,01:03:08,00:20:00,00:49:00,00:01:00,jkozhevn,jkozhevn,rnikolae,adolgova,0,,2022-11-25 17:15:00.000,,0,2022-12-05 11:16:00
31386,Анкета БФКО,,,189,2022-11-28,qwertyu1234,Росгосстрах,01:47:00,01:17:39,01:17:40,01:10:00,-00:35:00,-11:03:18,01:03:39,01:10:00,01:42:00,00:01:00,iborisen,iborisen,nturonok,adolgova,0,,2022-11-28 16:45:00.000,,0,2022-11-30 10:25:00
31387,Анкета БФКО,,,190,2022-11-25,qwertyu1234,Росгосстрах,01:24:00,09:17:33,09:17:35,00:58:00,02:18:00,-14:00:16,07:13:19,00:37:00,00:57:00,00:02:00,iborisen,iborisen,nbelikov1,adolgova,0,,2022-11-25 16:55:00.000,,0,2022-12-05 10:30:00
31388,Анкета БФКО,,,191,2022-11-22,Yuliya6,Росгосстрах,02:25:00,07:20:04,07:20:05,01:43:00,02:18:35,-14:08:29,03:02:12,00:55:00,01:31:00,00:01:00,iborisen,iborisen,nturonok,adolgova,0,,2022-11-22 16:26:00.000,,0,2022-11-30 12:31:00
31389,Анкета БФКО,,,192,2022-11-28,kostroma73,Росгосстрах,01:15:00,02:00:33,02:00:33,00:49:00,06:06:00,-11:01:23,23:18:00,00:48:00,01:08:00,00:00:00,iborisen,jkozhevn,nturonok,adolgova,0,,2022-11-28 12:02:00.000,,0,2022-11-30 12:35:00
31390,Анкета БФКО,,,193,2022-11-26,lobuhova,Росгосстрах,01:39:00,08:23:27,08:23:28,01:21:00,02:48:00,-13:05:40,06:06:50,00:55:00,01:11:00,00:01:00,oilakevi,oilakevi,nturonok,adolgova,0,,2022-11-26 11:04:00.000,,0,2022-12-05 10:32:00
31391,Анкета БФКО,,,194,2022-11-23,Sav-va76,Росгосстрах,05:42:00,11:19:23,11:19:24,02:03:00,01:00:30,-15:04:29,07:23:07,00:36:00,00:58:00,00:01:00,iborisen,iborisen,nbelikov1,adolgova,0,,2022-11-23 14:34:00.000,,0,2022-12-05 09:58:00
31392,Анкета БФКО,,,195,2022-11-26,lertyur,Росгосстрах,02:56:00,08:22:24,08:22:25,02:19:00,01:27:00,-13:06:00,06:01:32,00:43:00,00:59:00,00:01:00,iborisen,iborisen,nbelikov1,adolgova,0,,2022-11-26 12:09:00.000,,0,2022-12-05 10:34:00
31393,Анкета БФКО,,,196,2022-11-22,nadezhdatrofi6,Росгосстрах,01:44:00,01:04:32,01:04:35,01:10:00,06:47:00,-16:23:22,17:42:00,00:35:00,01:04:00,00:03:00,sgorina,sgorina,nbelikov1,adolgova,0,,2022-11-22 13:27:00.000,,0,2022-11-23 18:02:00
31394,Анкета БФКО,,,197,2022-11-21,yuliv82,Росгосстрах,03:31:00,23:20:00,23:20:00,02:47:00,06:28:00,-17:19:58,15:49:00,01:24:00,01:47:00,00:00:00,iborisen,iborisen,nturonok,adolgova,0,,2022-11-21 17:11:00.000,,0,2022-11-22 16:31:00
31395,Анкета БФКО,,,198,2022-11-24,dsokolov,Росгосстрах,01:52:00,10:19:42,10:19:44,01:28:00,03:15:18,-11:12:50,03:11:09,00:59:00,01:22:00,00:02:00,oilakevi,oilakevi,nturonok,adolgova,0,,2022-11-24 15:30:00.000,,0,2022-12-05 11:14:00
31396,Анкета БФКО,,,199,2022-11-16,eanisimo1,Росгосстрах,01:50:00,04:22:18,04:22:20,01:33:00,02:16:00,-20:09:55,02:41:00,00:33:00,00:34:00,00:02:00,iborisen,iborisen,nbelikov1,adolgova,0,,2022-11-16 17:44:00.000,,0,2022-11-21 16:04:00
31397,Анкета БФКО,,,200,2022-11-24,ekuznets,Росгосстрах,01:33:00,10:20:41,10:20:42,01:11:00,04:16:37,-10:12:33,01:11:42,01:07:00,01:29:00,00:01:00,oilakevi,oilakevi,nturonok,adolgova,0,,2022-11-24 14:30:00.000,,0,2022-12-05 11:12:00
31398,Анкета БФКО,,,201,2022-11-24,dsokolov,Росгосстрах,01:38:00,05:20:20,05:20:20,01:26:00,04:22:55,-10:04:19,18:42:00,01:02:00,01:14:00,00:00:00,oilakevi,oilakevi,nturonok,adolgova,0,,2022-11-24 16:27:00.000,,0,2022-11-30 12:47:00
31399,Анкета БФКО,,,202,2022-11-24,ekuznets,Росгосстрах,01:00:00,11:00:27,11:00:28,00:47:00,10:21:00,-04:10:52,02:15:00,00:40:00,00:53:00,00:01:00,oilakevi,oilakevi,vshishki,adolgova,0,,2022-11-24 11:50:00.000,,0,2022-12-05 12:18:00
31400,Анкета БФКО,,,203,2022-11-22,ekuznets,Росгосстрах,02:07:00,12:21:02,12:21:03,02:00:00,06:18:13,-10:12:35,03:07:43,01:58:00,02:05:00,00:01:00,oilakevi,oilakevi,nturonok,adolgova,0,,2022-11-22 12:55:00.000,,0,2022-12-05 09:58:00
31401,Анкета БФКО,,,204,2022-11-24,gglagole,Росгосстрах,02:35:00,10:17:41,10:17:43,02:15:00,01:20:11,-13:06:00,06:05:41,01:23:00,01:37:00,00:02:00,oilakevi,oilakevi,nturonok,adolgova,0,,2022-11-24 17:33:00.000,,0,2022-12-05 11:16:00
31402,Анкета БФКО,,,205,2022-11-23,ekuznets,Росгосстрах,01:36:00,09:00:42,09:00:42,01:26:00,05:18:43,-10:12:37,03:05:34,01:24:00,01:32:00,00:00:00,oilakevi,oilakevi,nturonok,adolgova,0,,2022-11-23 12:25:00.000,,0,2022-12-02 13:07:00
31403,Анкета БФКО,,,206,2022-11-24,ekuznets,Росгосстрах,01:27:00,07:19:25,07:19:26,01:16:00,04:13:27,-10:12:38,03:04:00,01:13:00,01:24:00,00:01:00,oilakevi,oilakevi,nturonok,adolgova,0,,2022-11-24 17:41:00.000,,0,2022-12-02 13:07:00
31404,Анкета БФКО,,,207,2022-11-25,ekuznets,Росгосстрах,01:36:00,09:19:43,09:19:45,00:50:00,02:01:32,-12:02:19,04:11:03,00:18:00,01:02:00,00:02:00,oilakevi,oilakevi,vshishki,adolgova,0,,2022-11-25 15:55:00.000,,0,2022-12-05 11:40:00
31405,Анкета БФКО,,,208,2022-11-21,ikarache,Росгосстрах,01:50:00,,,01:30:00,03:00:43,-15:07:14,00:38:00,00:42:00,00:52:00,,oilakevi,oilakevi,nturonok,,0,,2022-11-21 11:50:00.000,,0,
31407,Анкета БФКО,,,210,2022-11-26,edemina,Росгосстрах,01:07:00,08:18:28,08:18:29,01:03:00,01:19:21,-11:08:22,04:07:55,00:33:00,00:35:00,00:01:00,oilakevi,oilakevi,nbelikov1,adolgova,0,,2022-11-26 16:05:00.000,,0,2022-12-05 10:34:00
31408,Анкета БФКО,,,211,2022-11-19,lobuhova,Росгосстрах,02:12:00,03:05:34,03:05:35,02:02:00,04:08:00,-20:04:41,01:06:37,01:40:00,01:50:00,00:01:00,oilakevi,oilakevi,nturonok,adolgova,0,,2022-11-19 11:00:00.000,,0,2022-11-22 16:35:00
31409,Анкета БФКО,,,212,2022-11-24,amartano,Росгосстрах,02:13:00,10:17:44,10:17:46,01:48:00,05:38:00,-14:20:44,06:20:26,01:06:00,01:29:00,00:02:00,oilakevi,oilakevi,nturonok,adolgova,0,,2022-11-24 17:28:00.000,,0,2022-12-05 11:14:00
31410,Анкета БФКО,,,213,2022-11-23,jgoryach,Росгосстрах,02:11:00,11:20:14,11:20:15,01:32:00,01:02:43,-15:02:12,07:22:50,00:58:00,01:32:00,00:01:00,iborisen,iborisen,nturonok,adolgova,0,,2022-11-23 14:57:00.000,,0,2022-12-05 11:12:00
31411,Анкета БФКО,,,214,2022-11-23,masha2110,Росгосстрах,02:12:00,11:17:01,11:17:02,02:03:00,06:17:05,-09:09:53,02:10:11,00:24:00,00:25:00,00:01:00,sgorina,sgorina,nbelikov1,adolgova,0,,2022-11-23 16:56:00.000,,0,2022-12-05 09:58:00
31413,Анкета БФКО,,,216,2022-11-23,jgoryach,Росгосстрах,01:46:00,11:15:25,11:15:26,01:10:00,23:16:00,-15:02:06,08:04:24,01:03:00,01:28:00,00:01:00,oilakevi,oilakevi,nturonok,adolgova,0,,2022-11-23 18:32:00.000,,0,2022-12-05 09:58:00
31414,Анкета БФКО,,,217,2022-11-30,Veronica78,Росгосстрах,01:24:00,01:22:26,01:22:27,00:40:00,01:30:00,-09:03:45,23:35:00,00:37:00,01:18:00,00:01:00,iborisen,iborisen,rnikolae,adolgova,0,,2022-11-30 14:40:00.000,,0,2022-12-02 13:07:00
31415,Анкета БФКО,,,218,2022-11-24,safiullina,Росгосстрах,02:08:00,10:20:17,10:20:18,01:45:00,20:35:00,-14:09:20,08:06:53,01:14:00,01:37:00,00:01:00,iborisen,iborisen,nturonok,adolgova,0,,2022-11-24 14:00:00.000,,0,2022-12-05 10:18:00
31416,Анкета БФКО,,,219,2022-11-24,safiullina,Росгосстрах,00:46:00,10:20:39,10:20:40,00:36:00,20:41:00,-14:09:52,08:02:31,00:26:00,00:35:00,00:01:00,iborisen,iborisen,nbelikov1,adolgova,0,,2022-11-24 13:22:00.000,,0,2022-12-05 10:02:00
31417,Анкета БФКО,,,220,2022-11-23,apechnik,Росгосстрах,02:28:00,23:36:00,23:37:00,01:46:00,15:55:00,-15:10:08,03:18:00,01:26:00,02:05:00,00:01:00,iborisen,iborisen,nturonok,adolgova,0,,2022-11-23 17:53:00.000,,0,2022-11-24 17:30:00
31418,Анкета БФКО,,,221,2022-11-24,apechnik,Росгосстрах,03:03:00,10:16:29,10:16:30,02:13:00,05:30:00,-14:20:33,09:13:46,01:16:00,01:46:00,00:01:00,iborisen,iborisen,nturonok,adolgova,0,,2022-11-24 17:54:00.000,,0,2022-12-05 10:24:00
31419,Анкета БФКО,,,222,2022-11-21,daranama,Росгосстрах,02:51:00,02:06:36,02:06:37,02:31:00,01:08:11,-17:00:21,02:18:00,01:14:00,01:33:00,00:01:00,sgorina,sgorina,nturonok,adolgova,0,,2022-11-21 11:26:00.000,,0,2022-11-23 18:03:00
31420,Анкета БФКО,,,223,2022-11-25,89236273384,Росгосстрах,01:57:00,09:22:40,09:22:41,01:47:00,-00:50:00,-14:08:14,08:06:31,00:22:00,00:24:00,00:01:00,iborisen,iborisen,vshishki,adolgova,0,,2022-11-25 12:35:00.000,,0,2022-12-05 11:16:00
31421,Анкета БФКО,,,224,2022-11-25,89236273384,Росгосстрах,02:10:00,09:21:08,09:21:10,02:01:00,00:03:00,-14:06:41,08:00:31,00:36:00,00:40:00,00:02:00,iborisen,iborisen,nbelikov1,adolgova,0,,2022-11-25 13:16:00.000,,0,2022-12-05 10:26:00
31422,Анкета БФКО,,,225,2022-11-28,mvasilae,Росгосстрах,01:24:00,06:20:57,06:20:58,01:13:00,02:21:32,-08:08:09,01:49:00,01:12:00,01:23:00,00:01:00,iborisen,iborisen,nturonok,adolgova,0,,2022-11-28 14:20:00.000,,0,2022-12-05 11:18:00
31423,Анкета БФКО,,,226,2022-11-21,olgasmirnova,Росгосстрах,01:14:00,13:20:53,13:20:54,00:28:00,06:22:20,-11:07:28,04:00:57,00:25:00,01:10:00,00:01:00,iborisen,iborisen,rnikolae,adolgova,0,,2022-11-21 14:14:00.000,,0,2022-12-05 11:08:00
31424,Анкета БФКО,,,227,2022-11-21,olgasmirnova,Росгосстрах,05:27:00,13:17:24,13:17:25,03:48:00,08:15:44,-09:10:24,06:28:00,01:36:00,02:06:00,00:01:00,iborisen,iborisen,nturonok,adolgova,0,,2022-11-21 17:55:00.000,,0,2022-12-05 11:20:00
31425,Анкета БФКО,,,228,2022-11-21,olgasmirnova,Росгосстрах,00:51:00,,,00:45:00,08:17:22,-09:10:26,04:52:00,00:41:00,00:47:00,,iborisen,iborisen,nturonok,,0,,2022-11-21 16:16:00.000,,0,
31426,Анкета БФКО,,,229,2022-11-29,ekuznets93,Росгосстрах,01:19:00,05:18:40,05:18:41,01:09:00,06:52:00,-09:20:56,04:15:08,00:56:00,01:06:00,00:01:00,jkozhevn,jkozhevn,nturonok,adolgova,0,,2022-11-29 16:17:00.000,,0,2022-12-05 10:58:00
31427,Анкета БФКО,,,230,2022-11-28,jaxenova,Росгосстрах,01:18:00,06:17:03,06:17:04,01:12:00,02:16:15,-08:10:13,02:09:33,00:29:00,00:34:00,00:01:00,oilakevi,oilakevi,vshishki,adolgova,0,,2022-11-28 17:38:00.000,,0,2022-12-05 10:42:00
31428,Анкета БФКО,,,231,2022-11-24,olga.barabash2010,Росгосстрах,01:32:00,07:20:24,07:20:25,01:12:00,01:01:17,-14:04:00,05:20:48,00:51:00,01:10:00,00:01:00,iborisen,iborisen,nturonok,adolgova,0,,2022-11-24 14:52:00.000,,0,2022-12-02 11:17:00
31429,Анкета БФКО,,,232,2022-11-30,chigkova78,Росгосстрах,00:47:00,01:19:09,01:19:10,00:44:00,04:15:00,-08:21:57,01:06:58,00:20:00,00:21:00,00:01:00,iborisen,iborisen,vshishki,adolgova,0,,2022-11-30 17:57:00.000,,0,2022-12-02 13:07:00
31430,Анкета БФКО,,,233,2022-11-17,abatrak,Росгосстрах,03:47:00,06:04:09,06:04:12,03:02:00,04:19:36,-17:10:44,10:42:00,02:20:00,03:03:00,00:03:00,iborisen,iborisen,nturonok,adolgova,0,,2022-11-17 13:50:00.000,,0,2022-11-23 18:02:00
31431,Анкета БФКО,,,234,2022-11-11,mrostash,Росгосстрах,02:48:00,02:23:37,02:23:38,02:10:00,03:08:00,-28:04:34,20:48:00,00:47:00,01:22:00,00:01:00,iborisen,iborisen,nbelikov1,adolgova,0,,2022-11-11 12:28:00.000,,0,2022-11-14 12:06:00
31432,Анкета БФКО,,,235,2022-11-14,olisunov,Росгосстрах,02:01:00,21:02:30,21:02:41,00:49:00,16:22:05,-08:08:53,01:04:10,00:48:00,01:57:00,00:11:00,iborisen,iborisen,rnikolae,adolgova,0,,2022-11-14 13:12:00.000,,0,2022-12-05 15:53:00
31433,Анкета БФКО,,,236,2022-11-14,olisunov,Росгосстрах,02:39:00,21:02:22,21:02:24,00:46:00,16:23:11,-08:08:54,01:04:36,00:46:00,02:34:00,00:02:00,iborisen,iborisen,rnikolae,adolgova,0,,2022-11-14 12:06:00.000,,0,2022-12-05 14:30:00
31434,Анкета БФКО,,,237,2022-11-26,svirozer,Росгосстрах,01:10:00,08:22:49,08:22:50,00:58:00,07:59:00,-13:00:32,06:14:52,00:20:00,00:30:00,00:01:00,iborisen,iborisen,nbelikov1,adolgova,0,,2022-11-26 11:42:00.000,,0,2022-12-05 10:32:00
31435,Анкета БФКО,,,238,2022-11-26,mvihreva,Росгосстрах,01:37:00,08:20:31,08:20:32,01:31:00,-04:05:00,-13:10:17,07:10:17,00:48:00,00:54:00,00:01:00,iborisen,iborisen,vshishki,adolgova,0,,2022-11-26 14:02:00.000,,0,2022-12-05 10:34:00
31436,Анкета БФКО,,,239,2022-11-24,akochkin,Росгосстрах,01:39:00,10:18:35,10:18:36,01:05:00,22:26:00,-14:06:03,08:06:51,00:23:00,00:52:00,00:01:00,oilakevi,oilakevi,vshishki,adolgova,0,,2022-11-24 15:46:00.000,,0,2022-12-05 10:22:00
31437,Анкета БФКО,,,240,2022-11-25,lizabarra,Росгосстрах,02:13:00,09:20:31,09:20:33,01:33:00,05:23:44,-08:06:36,02:02:01,01:14:00,01:54:00,00:02:00,iborisen,iborisen,nbelikov1,adolgova,0,,2022-11-25 13:57:00.000,,0,2022-12-05 10:30:00
31438,Анкета БФКО,,,241,2022-11-26,alla_donya87,Росгосстрах,02:53:00,08:18:30,08:18:31,02:35:00,01:05:20,-11:22:54,05:14:06,00:39:00,00:49:00,00:01:00,iborisen,iborisen,nbelikov1,adolgova,0,,2022-11-26 16:03:00.000,,0,2022-12-05 10:34:00
31439,Анкета БФКО,,,242,2022-11-23,alla_donya87,Росгосстрах,03:11:00,11:20:08,11:20:09,02:52:00,01:06:35,-14:23:30,06:23:28,01:23:00,01:37:00,00:01:00,iborisen,iborisen,nturonok,adolgova,0,,2022-11-23 15:03:00.000,,0,2022-12-05 11:12:00
31440,Анкета БФКО,,,243,2022-11-09,nkuznets,Росгосстрах,01:48:00,13:02:56,13:02:57,01:32:00,07:19:49,-22:10:53,04:00:25,01:13:00,01:28:00,00:01:00,iborisen,iborisen,nturonok,adolgova,0,,2022-11-09 14:26:00.000,,0,2022-11-22 17:23:00
31441,Анкета БФКО,,,244,2022-11-24,tipanenkova,Росгосстрах,02:26:00,10:22:40,10:22:41,02:09:00,04:19:00,-15:04:18,06:22:23,01:12:00,01:27:00,00:01:00,iborisen,iborisen,nturonok,adolgova,0,,2022-11-24 12:31:00.000,,0,2022-12-05 11:12:00
31442,Анкета БФКО,,,245,2022-11-16,elma473,Росгосстрах,01:00:00,04:23:53,04:23:54,00:50:00,02:19:00,-23:02:46,02:17:16,00:46:00,00:56:00,00:01:00,iborisen,iborisen,nbelikov1,adolgova,0,,2022-11-16 16:04:00.000,,0,2022-11-21 15:58:00
31443,Анкета БФКО,,,246,2022-11-16,elma473,Росгосстрах,01:53:00,05:01:29,05:01:30,01:36:00,04:17:21,-18:13:24,00:32:00,01:28:00,01:44:00,00:01:00,iborisen,iborisen,nbelikov1,adolgova,0,,2022-11-16 14:24:00.000,,0,2022-11-21 15:54:00
31444,Анкета БФКО,,,247,2022-11-29,yglazkov,Росгосстрах,02:56:00,05:16:09,05:16:10,02:06:00,16:21:00,-09:09:39,03:07:35,01:14:00,01:35:00,00:01:00,iborisen,iborisen,nturonok,adolgova,0,,2022-11-29 19:10:00.000,,0,2022-12-05 11:20:00
31445,Анкета БФКО,,,248,2022-11-17,pilan812,Росгосстрах,02:42:00,03:23:33,03:23:34,02:18:00,08:08:00,-21:20:32,02:19:19,00:56:00,01:18:00,00:01:00,iborisen,iborisen,nturonok,adolgova,0,,2022-11-17 16:30:00.000,,0,2022-11-21 16:04:00
31446,Анкета БФКО,,,249,2022-11-24,pilan812,Росгосстрах,01:01:00,10:17:43,10:17:45,00:53:00,09:04:57,-05:23:35,19:57:00,00:08:00,00:10:00,00:02:00,iborisen,iborisen,vshishki,adolgova,0,,2022-11-24 16:39:00.000,,0,2022-12-05 10:24:00
31447,Анкета БФКО,,,250,2022-11-24,pilan812,Росгосстрах,01:16:00,10:20:49,10:20:50,01:12:00,09:08:28,-05:23:36,20:06:00,00:09:00,00:10:00,00:01:00,iborisen,iborisen,vshishki,adolgova,0,,2022-11-24 13:08:00.000,,0,2022-12-05 09:58:00
31448,Анкета БФКО,,,251,2022-11-29,yglazkov,Росгосстрах,02:07:00,05:17:26,05:17:28,01:55:00,16:14:00,-09:11:04,02:23:46,01:09:00,01:20:00,00:02:00,iborisen,iborisen,nturonok,adolgova,0,,2022-11-29 17:54:00.000,,0,2022-12-05 11:22:00
31449,Анкета БФКО,,,252,2022-11-24,pilan812,Росгосстрах,01:03:00,10:20:08,10:20:09,00:57:00,09:37:00,-14:21:22,08:21:32,00:16:00,00:19:00,00:01:00,iborisen,iborisen,vshishki,adolgova,0,,2022-11-24 14:13:00.000,,0,2022-12-05 10:22:00
31450,Анкета БФКО,,,253,2022-11-29,yglazkov,Росгосстрах,03:03:00,05:18:18,05:18:21,02:20:00,16:40:00,-09:11:53,04:07:12,01:16:00,01:51:00,00:03:00,iborisen,iborisen,nturonok,adolgova,0,,2022-11-29 16:40:00.000,,0,2022-12-05 11:01:00
31451,Анкета БФКО,,,254,2022-11-24,pilan812,Росгосстрах,01:36:00,06:18:17,06:18:17,01:28:00,09:50:00,-14:20:07,05:17:53,00:28:00,00:36:00,00:00:00,iborisen,iborisen,nbelikov1,adolgova,0,,2022-11-24 15:16:00.000,,0,2022-12-01 09:33:00
31452,Анкета БФКО,,,255,2022-11-28,yglazkov,Росгосстрах,01:17:00,06:16:49,06:16:50,01:07:00,02:53:00,-11:00:28,05:00:57,00:16:00,00:20:00,00:01:00,iborisen,iborisen,vshishki,adolgova,0,,2022-11-28 17:52:00.000,,0,2022-12-05 10:42:00
